cuie	codigo	usuario	fecha_carga
N05355	TMI 69		
N05422	TMI 69		
N05446	TMI 69		
N05453	TMI 69		
N10451	TMI 69		
N10493	TMI 69		
N10494	TMI 69		
N20012	TMI 69		
N20023	TMI 69		
N20047	TMI 69		
N95759	TMI 69		
N95769	TMI 69		
N05161	TMI 70		
N05162	TMI 70		
N05168	TMI 70		
N05175	TMI 70		
N05179	TMI 70		
N05280	RPU 85		
N05291	RPU 85		
N05325	RPU 85		
N05339	RPU 85		
N05343	RPU 85		
N05358	RPU 85		
N05389	RPU 85		
N05397	RPU 85		
N05418	RPU 85		
N05449	RPU 85		
N05459	RPU 85		
N05470	RPU 85		
N10467	RPU 85		
N10468	RPU 85		
N10470	RPU 85		
N10493	RPU 85		
N20000	RPU 85		
N20008	RPU 85		
N20026	RPU 85		
N20053	RPU 85		
N95772	RPU 85		
N03154	RTM 11		
N05183	RTM 11		
N05201	RTM 11		
N05206	RTM 11		
N05212	RTM 11		
N05214	RTM 11		
N05219	RTM 11		
N05250	RTM 11		
N05251	RTM 11		
N05254	RTM 11		
N05259	RTM 11		
N05265	RTM 11		
N05295	RTM 11		
N05340	RTM 11		
N05348	RTM 11		
N05350	RTM 11		
N05355	RTM 11		
N05403	RTM 11		
N05413	RTM 11		
N05446	RTM 11		
N05451	RTM 11		
N05470	RTM 11		
N10853	RTM 11		
N20021	RTM 11		
N20024	RTM 11		
N20033	RTM 11		
N30010	RTM 11		
N95757	RTM 11		
N00205	SIS 01		
N00329	SIS 01		
N03566	SIS 01		
N03588	SIS 01		
N05173	SIS 01		
N05195	SIS 01		
N05215	SIS 01		
N05216	SIS 01		
N05217	SIS 01		
N05263	SIS 01		
N05287	SIS 01		
N05295	SIS 01		
N05299	SIS 01		
N05305	SIS 01		
N05357	SIS 01		
N05360	SIS 01		
N05400	SIS 01		
N05411	SIS 01		
N05446	SIS 01		
N05448	SIS 01		
N05450	SIS 01		
N05463	SIS 01		
N05466	SIS 01		
N10458	SIS 01		
N10478	SIS 01		
N20000	SIS 01		
N20030	SIS 01		
N30022	SIS 01		
N95755	SIS 01		
N95792	SIS 01		
N05168	SIS 17		
N05181	SIS 17		
N03162	SIS 18		
N05181	SIS 18		
N05408	SIS 18		
N03166	TMI 69		
N03169	TMI 69		
N05175	TMI 69		
N05182	TMI 69		
N00296	TMI 69		
N01141	TMI 69		
N01148	TMI 69		
N03164	TMI 69		
N05171	TMI 69		
N05191	TMI 69		
N05212	TMI 69		
N05215	TMI 69		
N05217	TMI 69		
N05225	TMI 69		
N05236	TMI 69		
N05267	TMI 69		
N05276	TMI 69		
N05278	TMI 69		
N05297	TMI 69		
N05305	TMI 69		
N05312	TMI 69		
N05322	TMI 69		
N05337	TMI 69		
N05358	TMI 69		
N05365	TMI 69		
N05366	TMI 69		
N05372	TMI 69		
N05383	TMI 69		
N05393	TMI 69		
N05403	TMI 69		
N05460	TMI 69		
N05466	TMI 69		
N05469	TMI 69		
N10490	TMI 69		
N20009	TMI 69		
N20045	TMI 69		
N30011	TMI 69		
N95725	TMI 69		
N95764	TMI 69		
N99931	TMI 69		
N99976	TMI 69		
N03157	TMI 70		
N05170	TMI 70		
N05172	TMI 70		
N05180	TMI 70		
N05288	RPU 85		
N05304	RPU 85		
N05316	RPU 85		
N05359	RPU 85		
N05427	RPU 85		
N05430	RPU 85		
N05471	RPU 85		
N10451	RPU 85		
N20027	RPU 85		
N20042	RPU 85		
N20055	RPU 85		
N95722	RPU 85		
N95768	RPU 85		
N00538	RTM 11		
N03166	RTM 11		
N03170	RTM 11		
N05165	RTM 11		
N05168	RTM 11		
N05179	RTM 11		
N05368	RTM 11		
N03161	RTM 11		
N05184	RTM 11		
N05226	RTM 11		
N05234	RTM 11		
N05241	RTM 11		
N05255	RTM 11		
N05268	RTM 11		
N05275	RTM 11		
N05279	RTM 11		
N05337	RTM 11		
N05347	RTM 11		
N05352	RTM 11		
N05396	RTM 11		
N05431	RTM 11		
N05433	RTM 11		
N10499	RTM 11		
N20037	RTM 11		
N30013	RTM 11		
N95720	RTM 11		
N95726	RTM 11		
N95791	RTM 11		
N03587	SIS 01		
N03590	SIS 01		
N05167	SIS 01		
N05225	SIS 01		
N05253	SIS 01		
N05289	SIS 01		
N05303	SIS 01		
N05310	SIS 01		
N05319	SIS 01		
N05322	SIS 01		
N05350	SIS 01		
N05376	SIS 01		
N05427	SIS 01		
N10470	SIS 01		
N10789	SIS 01		
N20042	SIS 01		
N30014	SIS 01		
N30018	SIS 01		
N03167	SIS 17		
N05177	SIS 17		
N03156	SIS 18		
N03156	TMI 69		
N00205	TMI 69		
N00328	TMI 69		
N00746	TMI 69		
N03587	TMI 69		
N05167	TMI 69		
N05169	TMI 69		
N05189	TMI 69		
N05192	TMI 69		
N05193	TMI 69		
N05203	TMI 69		
N05208	TMI 69		
N05246	TMI 69		
N05270	TMI 69		
N05294	TMI 69		
N05330	TMI 69		
N05346	TMI 69		
N05356	TMI 69		
N05373	TMI 69		
N05400	TMI 69		
N05418	TMI 69		
N05424	TMI 69		
N05425	TMI 69		
N05444	TMI 69		
N05450	TMI 69		
N05451	TMI 69		
N05467	TMI 69		
N10491	TMI 69		
N20003	TMI 69		
N20007	TMI 69		
N20014	TMI 69		
N20028	TMI 69		
N95726	TMI 69		
N95761	TMI 69		
N00419	TMI 70		
N05275	RPU 85		
N05285	RPU 85		
N05286	RPU 85		
N05317	RPU 85		
N05318	RPU 85		
N05320	RPU 85		
N05326	RPU 85		
N05361	RPU 85		
N05400	RPU 85		
N05417	RPU 85		
N05423	RPU 85		
N05442	RPU 85		
N05455	RPU 85		
N05460	RPU 85		
N05469	RPU 85		
N10457	RPU 85		
N11181	RPU 85		
N20007	RPU 85		
N20009	RPU 85		
N20033	RPU 85		
N20050	RPU 85		
N20054	RPU 85		
N30018	RPU 85		
N95759	RPU 85		
N03162	RTM 11		
N03586	RTM 11		
N05176	RTM 11		
N05181	RTM 11		
ALD001	RTM 11		
N00296	RTM 11		
N03164	RTM 11		
N05200	RTM 11		
N05208	RTM 11		
N05230	RTM 11		
N05263	RTM 11		
N05296	RTM 11		
N05300	RTM 11		
N05356	RTM 11		
N05359	RTM 11		
N05361	RTM 11		
N05376	RTM 11		
N05398	RTM 11		
N05407	RTM 11		
N05420	RTM 11		
N05439	RTM 11		
N05463	RTM 11		
N10451	RTM 11		
N10493	RTM 11		
N20017	RTM 11		
N20019	RTM 11		
N20027	RTM 11		
N20035	RTM 11		
N20055	RTM 11		
N30022	RTM 11		
N95752	RTM 11		
NI8880	RTM 11		
N03173	SIS 01		
N03584	SIS 01		
N05202	SIS 01		
N05203	SIS 01		
N05256	SIS 01		
N05264	SIS 01		
N05273	SIS 01		
N05288	SIS 01		
N05308	SIS 01		
N05328	SIS 01		
N05341	SIS 01		
N05345	SIS 01		
N05356	SIS 01		
N05391	SIS 01		
N05398	SIS 01		
N05406	SIS 01		
N05423	SIS 01		
N10494	SIS 01		
N20018	SIS 01		
N20050	SIS 01		
N95756	SIS 01		
N95759	SIS 01		
N95769	SIS 01		
N95772	SIS 01		
N95773	SIS 01		
N99931	SIS 01		
N03163	SIS 17		
N05175	SIS 17		
N05260	SIS 17		
N03167	SIS 18		
N05178	SIS 18		
N05182	SIS 18		
N03155	TMI 69		
N03586	TMI 69		
N05180	TMI 69		
N03566	TMI 69		
N05187	TMI 69		
N05209	TMI 69		
N05235	TMI 69		
N05245	TMI 69		
N05248	TMI 69		
N05257	TMI 69		
N05269	TMI 69		
N05281	TMI 69		
N05287	TMI 69		
N05291	TMI 69		
N05357	TMI 69		
N05360	TMI 69		
N05375	TMI 69		
N05420	TMI 69		
N05432	TMI 69		
N05456	TMI 69		
N05470	TMI 69		
N10485	TMI 69		
N20048	TMI 69		
N20052	TMI 69		
N20055	TMI 69		
N95718	TMI 69		
N95762	TMI 69		
N95767	TMI 69		
N95788	TMI 69		
N95792	TMI 69		
N03170	TMI 70		
N05177	TMI 70		
N05268	RPU 85		
N05292	RPU 85		
N05310	RPU 85		
N05324	RPU 85		
N05340	RPU 85		
N05344	RPU 85		
N05428	RPU 85		
N05432	RPU 85		
N05457	RPU 85		
N05458	RPU 85		
N05468	RPU 85		
N20010	RPU 85		
N20014	RPU 85		
N20017	RPU 85		
N20044	RPU 85		
N95723	RPU 85		
N95769	RPU 85		
N95784	RPU 85		
N01145	RTM 11		
N03169	RTM 11		
N05161	RTM 11		
N05166	RTM 11		
N05262	RTM 11		
N00298	RTM 11		
N00420	RTM 11		
N03589	RTM 11		
N05211	RTM 11		
N05235	RTM 11		
N05280	RTM 11		
N05287	RTM 11		
N05291	RTM 11		
N05292	RTM 11		
N05298	RTM 11		
N05308	RTM 11		
N05318	RTM 11		
N05330	RTM 11		
N05332	RTM 11		
N05335	RTM 11		
N05342	RTM 11		
N05357	RTM 11		
N05378	RTM 11		
N05393	RTM 11		
N05406	RTM 11		
N05409	RTM 11		
N05429	RTM 11		
N05454	RTM 11		
N10471	RTM 11		
N11181	RTM 11		
N20002	RTM 11		
N20016	RTM 11		
N20034	RTM 11		
N20036	RTM 11		
N20041	RTM 11		
N20053	RTM 11		
N30011	RTM 11		
N30019	RTM 11		
N95760	RTM 11		
N05171	SIS 01		
N05185	SIS 01		
N05207	SIS 01		
N05219	SIS 01		
N05241	SIS 01		
N05250	SIS 01		
N05278	SIS 01		
N05282	SIS 01		
N05286	SIS 01		
N05297	SIS 01		
N05332	SIS 01		
N05379	SIS 01		
N05389	SIS 01		
N05410	SIS 01		
N05432	SIS 01		
N05443	SIS 01		
N05447	SIS 01		
N05469	SIS 01		
N10468	SIS 01		
N20023	SIS 01		
N20045	SIS 01		
N95725	SIS 01		
N95760	SIS 01		
N95761	SIS 01		
N03162	SIS 17		
N03168	SIS 17		
N05164	SIS 17		
N05174	SIS 17		
N03163	SIS 18		
N03166	SIS 18		
N05164	SIS 18		
N05172	SIS 18		
N05435	SIS 18		
N03154	TMI 69		
N05408	TMI 69		
N05436	TMI 69		
N03172	TMI 69		
N05232	TMI 69		
N05237	TMI 69		
N05295	TMI 69		
N05299	TMI 69		
N05306	TMI 69		
N05318	TMI 69		
N05332	TMI 69		
N05348	TMI 69		
N05352	TMI 69		
N05370	TMI 69		
N05381	TMI 69		
N05429	TMI 69		
N05438	TMI 69		
N10466	TMI 69		
N10482	TMI 69		
N20000	TMI 69		
N20002	TMI 69		
N20031	TMI 69		
N20041	TMI 69		
N20043	TMI 69		
N30024	TMI 69		
N30025	TMI 69		
N95719	TMI 69		
N99930	TMI 69		
N05166	TMI 70		
N05434	TMI 70		
N05274	RPU 85		
N05281	RPU 85		
N05289	RPU 85		
N05307	RPU 85		
N05321	RPU 85		
N05332	RPU 85		
N05342	RPU 85		
N05350	RPU 85		
N05352	RPU 85		
N05360	RPU 85		
N05370	RPU 85		
N05401	RPU 85		
N05405	RPU 85		
N05463	RPU 85		
N05466	RPU 85		
N10492	RPU 85		
N20028	RPU 85		
N30012	RPU 85		
N30015	RPU 85		
N30017	RPU 85		
N95764	RPU 85		
N99979	RPU 85		
N05182	RTM 11		
N05434	RTM 11		
N03159	RTM 11		
N03584	RTM 11		
N03588	RTM 11		
N05186	RTM 11		
N05198	RTM 11		
N05207	RTM 11		
N05210	RTM 11		
N05225	RTM 11		
N05247	RTM 11		
N05252	RTM 11		
N05258	RTM 11		
N05267	RTM 11		
N05282	RTM 11		
N05303	RTM 11		
N05305	RTM 11		
N05389	RTM 11		
N05405	RTM 11		
N05455	RTM 11		
N05460	RTM 11		
N10467	RTM 11		
N10469	RTM 11		
N20004	RTM 11		
N20018	RTM 11		
N20028	RTM 11		
N95764	RTM 11		
N95788	RTM 11		
N99997	RTM 11		
N00299	SIS 01		
N00327	SIS 01		
N00484	SIS 01		
N01141	SIS 01		
N05187	SIS 01		
N05193	SIS 01		
N05197	SIS 01		
N05204	SIS 01		
N05251	SIS 01		
N05266	SIS 01		
N05268	SIS 01		
N05280	SIS 01		
N05304	SIS 01		
N05314	SIS 01		
N05321	SIS 01		
N05335	SIS 01		
N05364	SIS 01		
N05375	SIS 01		
N05419	SIS 01		
N05431	SIS 01		
N05437	SIS 01		
N05451	SIS 01		
N05455	SIS 01		
N10467	SIS 01		
N10485	SIS 01		
N20010	SIS 01		
N30010	SIS 01		
N30013	SIS 01		
N95720	SIS 01		
N95762	SIS 01		
N01145	SIS 17		
N03154	SIS 17		
N03586	SIS 17		
N05408	SIS 17		
N03154	SIS 18		
N05174	SIS 18		
N05175	SIS 18		
S00001	SIS 18		
N03174	TMI 69		
N03589	TMI 69		
N05213	TMI 69		
N05218	TMI 69		
N05226	TMI 69		
N05230	TMI 69		
N05264	TMI 69		
N05303	TMI 69		
N05323	TMI 69		
N05328	TMI 69		
N05351	TMI 69		
N05359	TMI 69		
N05378	TMI 69		
N05379	TMI 69		
N05391	TMI 69		
N05397	TMI 69		
N05404	TMI 69		
N05406	TMI 69		
N05414	TMI 69		
N05415	TMI 69		
N05442	TMI 69		
N05463	TMI 69		
N10469	TMI 69		
N10492	TMI 69		
N11182	TMI 69		
N20011	TMI 69		
N20027	TMI 69		
N20034	TMI 69		
N99990	TMI 69		
N00538	TMI 70		
N03155	TMI 70		
N03166	TMI 70		
N03168	TMI 70		
N05181	TMI 70		
N05436	TMI 70		
S00001	TMI 70		
N05187	RPE 88		
N05189	RPE 88		
N05200	RPE 88		
N05218	RPE 88		
N05225	RPE 88		
N05288	RPE 88		
N05316	RPE 88		
N05321	RPE 88		
N05383	RPE 88		
N05417	RPE 88		
N05420	RPE 88		
N05422	RPE 88		
N05425	RPE 88		
N05428	RPE 88		
N05444	RPE 88		
N05449	RPE 88		
N05458	RPE 88		
N10853	RPE 88		
N20001	RPE 88		
N30019	RPE 88		
N95720	RPE 88		
N95755	RPE 88		
N99931	RPE 88		
N99979	RPE 88		
N01145	RPE 89		
N03168	RPE 89		
N05175	RPE 89		
N05260	RPE 89		
N05262	RPE 89		
N00297	RPE 89		
N03566	RPE 89		
N05187	RPE 89		
N05193	RPE 89		
N05198	RPE 89		
N05234	RPE 89		
N05242	RPE 89		
N05249	RPE 89		
N05252	RPE 89		
N05263	RPE 89		
N05381	RPE 89		
N05397	RPE 89		
N05417	RPE 89		
N05439	RPE 89		
N05441	RPE 89		
N05448	RPE 89		
N05463	RPE 89		
N10499	RPE 89		
N20039	RPE 89		
N20041	RPE 89		
N95755	RPE 89		
N95762	RPE 89		
N03586	RPE 90		
N05408	RPE 90		
ALD005	RPE 90		
N03172	RPE 90		
N03588	RPE 90		
N03589	RPE 90		
N05173	RPE 90		
N05188	RPE 90		
N05195	RPE 90		
N05203	RPE 90		
N05215	RPE 90		
N05219	RPE 90		
N05244	RPE 90		
N05246	RPE 90		
N05251	RPE 90		
N05279	RPE 90		
N05287	RPE 90		
N05315	RPE 90		
N05316	RPE 90		
N05317	RPE 90		
N05331	RPE 90		
N05363	RPE 90		
N05397	RPE 90		
N05401	RPE 90		
N05469	RPE 90		
N05470	RPE 90		
N10457	RPE 90		
N10488	RPE 90		
N10769	RPE 90		
N20009	RPE 90		
N20015	RPE 90		
N20018	RPE 90		
N20030	RPE 90		
N30023	RPE 90		
N95758	RPE 90		
N95774	RPE 90		
N95791	RPE 90		
N03162	RPE 91		
N05176	RPE 91		
N03172	RPE 91		
N05191	RPE 91		
N05203	RPE 91		
N05234	RPE 91		
N05243	RPE 91		
N05258	RPE 91		
N05271	RPE 91		
N05288	RPE 91		
N05313	RPE 91		
N05325	RPE 91		
N05339	RPE 91		
N05340	RPE 91		
N05344	RPE 91		
N05379	RPE 91		
N05383	RPE 91		
N05392	RPE 91		
N05427	RPE 91		
N05446	RPE 91		
N05463	RPE 91		
N10488	RPE 91		
N20007	RPE 91		
N20030	RPE 91		
N20033	RPE 91		
N30011	RPE 91		
N30023	RPE 91		
N95723	RPE 91		
N95772	RPE 91		
N95779	RPE 91		
N03157	RPE 92		
N03163	RPE 92		
N00205	RPE 92		
N00496	RPE 92		
N00746	RPE 92		
N03159	RPE 92		
N03588	RPE 92		
N05171	RPE 92		
N05198	RPE 92		
N05208	RPE 92		
N05227	RPE 92		
N05241	RPE 92		
N05256	RPE 92		
N05264	RPE 92		
N05320	RPE 92		
N05321	RPE 92		
N05337	RPE 92		
N05345	RPE 92		
N05348	RPE 92		
N05350	RPE 92		
N05352	RPE 92		
N05359	RPE 92		
N05362	RPE 92		
N05365	RPE 92		
N05377	RPE 92		
N05381	RPE 92		
N05389	RPE 92		
N05418	RPE 92		
N05430	RPE 92		
N05444	RPE 92		
N05466	RPE 92		
N10457	RPE 92		
N20006	RPE 92		
N20010	RPE 92		
N30009	RPE 92		
N30023	RPE 92		
N03166	RPE 93		
N03174	RPE 93		
N05175	RPE 93		
ALD001	RPE 93		
N00204	RPE 93		
N05186	RPE 93		
N05252	RPE 93		
N05270	RPE 93		
N05272	RPE 93		
N05273	RPE 93		
N05294	RPE 93		
N05296	RPE 93		
N05331	RPE 93		
N05337	RPE 93		
N05355	RPE 93		
N05404	RPE 93		
N05412	RPE 93		
N05420	RPE 93		
N05450	RPE 93		
N10789	RPE 93		
N11181	RPE 93		
N20021	RPE 93		
N20038	RPE 93		
N20055	RPE 93		
N95782	RPE 93		
N95791	RPE 93		
N99990	RPE 93		
N05170	RPE 94		
N05261	RPE 94		
N05434	RPE 94		
N00329	RPE 94		
N03566	RPE 94		
N03589	RPE 94		
N05188	RPE 94		
N05191	RPE 94		
N05201	RPE 94		
N05207	RPE 94		
N05224	RPE 94		
N05239	RPE 94		
N05257	RPE 94		
N05274	RPE 94		
N05316	RPE 94		
N05340	RPE 94		
N05350	RPE 94		
N05359	RPE 94		
N05364	RPE 94		
N05370	RPE 94		
N05388	RPE 94		
N05392	RPE 94		
N05393	RPE 94		
N05396	RPE 94		
N05404	RPE 94		
N05444	RPE 94		
N05451	RPE 94		
N05462	RPE 94		
N10483	RPE 94		
N10853	RPE 94		
N20023	RPE 94		
N20043	RPE 94		
N95725	RPE 94		
N95784	RPE 94		
N99997	RPE 94		
N03166	RPU 83		
N05161	RPU 83		
N05368	RPU 83		
N00204	RPU 83		
N00328	RPU 83		
N00484	RPU 83		
N05173	RPU 83		
N05186	RPU 83		
N05220	RPU 83		
N05221	RPU 83		
N05263	RPU 83		
N05267	RPU 83		
N05275	RPU 83		
N05296	RPU 83		
N05365	RPU 83		
N05387	RPU 83		
N05439	RPU 83		
N05460	RPU 83		
N05464	RPU 83		
N10483	RPU 83		
N20053	RPU 83		
N30014	RPU 83		
N95718	RPU 83		
N95722	RPU 83		
N95792	RPU 83		
N99979	RPU 83		
N03163	RPU 84		
N03166	RPU 84		
N05161	RPU 84		
N05181	RPU 84		
N00328	RPU 84		
N03584	RPU 84		
N05204	RPU 84		
N05214	RPU 84		
N05215	RPU 84		
N05240	RPU 84		
N05257	RPU 84		
N05272	RPU 84		
N05289	RPU 84		
N05294	RPU 84		
N05321	RPU 84		
N05343	RPU 84		
N05405	RPU 84		
N05407	RPU 84		
N05415	RPU 84		
N05459	RPU 84		
N05470	RPU 84		
N10451	RPU 84		
N10470	RPU 84		
N10478	RPU 84		
N20002	RPU 84		
N30018	RPU 84		
N99976	RPU 84		
N03174	RPU 85		
N05176	RPU 85		
N05180	RPU 85		
N05435	RPU 85		
N00327	RPU 85		
N03587	RPU 85		
N05190	RPU 85		
N05191	RPU 85		
N05185	RPE 88		
N05194	RPE 88		
N05198	RPE 88		
N05214	RPE 88		
N05215	RPE 88		
N05219	RPE 88		
N05222	RPE 88		
N05263	RPE 88		
N05274	RPE 88		
N05352	RPE 88		
N05356	RPE 88		
N05372	RPE 88		
N05377	RPE 88		
N05405	RPE 88		
N05451	RPE 88		
N05456	RPE 88		
N05457	RPE 88		
N10499	RPE 88		
N20000	RPE 88		
N20007	RPE 88		
N20046	RPE 88		
N95725	RPE 88		
N95761	RPE 88		
N00419	RPE 89		
N05168	RPE 89		
N05179	RPE 89		
N00483	RPE 89		
N03159	RPE 89		
N03587	RPE 89		
N05195	RPE 89		
N05232	RPE 89		
N05237	RPE 89		
N05269	RPE 89		
N05310	RPE 89		
N05332	RPE 89		
N05352	RPE 89		
N05393	RPE 89		
N05405	RPE 89		
N05410	RPE 89		
N05426	RPE 89		
N05446	RPE 89		
N05451	RPE 89		
N05458	RPE 89		
N05468	RPE 89		
N20001	RPE 89		
N20023	RPE 89		
N20042	RPE 89		
N20046	RPE 89		
N20048	RPE 89		
N30014	RPE 89		
N95781	RPE 89		
NI8880	RPE 89		
N01145	RPE 90		
N05179	RPE 90		
N03584	RPE 90		
N03585	RPE 90		
N05220	RPE 90		
N05239	RPE 90		
N05242	RPE 90		
N05249	RPE 90		
N05253	RPE 90		
N05259	RPE 90		
N05267	RPE 90		
N05321	RPE 90		
N05322	RPE 90		
N05347	RPE 90		
N05350	RPE 90		
N05352	RPE 90		
N05359	RPE 90		
N05378	RPE 90		
N05392	RPE 90		
N05417	RPE 90		
N05441	RPE 90		
N05471	RPE 90		
N20001	RPE 90		
N20012	RPE 90		
N20014	RPE 90		
N95721	RPE 90		
N95760	RPE 90		
N95782	RPE 90		
N95784	RPE 90		
N03566	RPE 91		
N03588	RPE 91		
N05188	RPE 91		
N05195	RPE 91		
N05210	RPE 91		
N05230	RPE 91		
N05247	RPE 91		
N05287	RPE 91		
N05289	RPE 91		
N05304	RPE 91		
N05323	RPE 91		
N05328	RPE 91		
N05334	RPE 91		
N05346	RPE 91		
N05349	RPE 91		
N05357	RPE 91		
N05419	RPE 91		
N05439	RPE 91		
N05444	RPE 91		
N10451	RPE 91		
N10493	RPE 91		
N10499	RPE 91		
N20041	RPE 91		
N20042	RPE 91		
N30024	RPE 91		
N95726	RPE 91		
N95755	RPE 91		
N95762	RPE 91		
N03171	RPE 92		
N05183	RPE 92		
N03173	RPE 92		
N05224	RPE 92		
N05230	RPE 92		
N05275	RPE 92		
N05280	RPE 92		
N05284	RPE 92		
N05319	RPE 92		
N05332	RPE 92		
N05338	RPE 92		
N05360	RPE 92		
N05388	RPE 92		
N05412	RPE 92		
N05446	RPE 92		
N05464	RPE 92		
N05467	RPE 92		
N10467	RPE 92		
N10469	RPE 92		
N10478	RPE 92		
N10483	RPE 92		
N11181	RPE 92		
N20000	RPE 92		
N20014	RPE 92		
N20027	RPE 92		
N95758	RPE 92		
N95767	RPE 92		
N03155	RPE 93		
N03163	RPE 93		
N05177	RPE 93		
N05408	RPE 93		
N03159	RPE 93		
N03172	RPE 93		
N03173	RPE 93		
N03589	RPE 93		
N05222	RPE 93		
N05245	RPE 93		
N05249	RPE 93		
N05256	RPE 93		
N05295	RPE 93		
N05334	RPE 93		
N05336	RPE 93		
N05382	RPE 93		
N05389	RPE 93		
N05429	RPE 93		
N05444	RPE 93		
N05451	RPE 93		
N05470	RPE 93		
N10492	RPE 93		
N20009	RPE 93		
N20016	RPE 93		
N20043	RPE 93		
N20045	RPE 93		
N03154	RPE 94		
N03168	RPE 94		
N05181	RPE 94		
N03590	RPE 94		
N05199	RPE 94		
N05200	RPE 94		
N05222	RPE 94		
N05236	RPE 94		
N05237	RPE 94		
N05249	RPE 94		
N05283	RPE 94		
N05287	RPE 94		
N05299	RPE 94		
N05339	RPE 94		
N05352	RPE 94		
N05361	RPE 94		
N05366	RPE 94		
N05378	RPE 94		
N05402	RPE 94		
N05409	RPE 94		
N05417	RPE 94		
N05439	RPE 94		
N05455	RPE 94		
N05463	RPE 94		
N05466	RPE 94		
N10485	RPE 94		
N10769	RPE 94		
N20011	RPE 94		
N20015	RPE 94		
N20017	RPE 94		
N20018	RPE 94		
N20033	RPE 94		
N20045	RPE 94		
N20054	RPE 94		
N95722	RPE 94		
N95764	RPE 94		
N99930	RPE 94		
N01145	RPU 83		
N03167	RPU 83		
N05175	RPU 83		
N00329	RPU 83		
N03165	RPU 83		
N05171	RPU 83		
N05192	RPU 83		
N05202	RPU 83		
N05212	RPU 83		
N05217	RPU 83		
N05218	RPU 83		
N05234	RPU 83		
N05244	RPU 83		
N05247	RPU 83		
N05254	RPU 83		
N05280	RPU 83		
N05285	RPU 83		
N05307	RPU 83		
N05316	RPU 83		
N05359	RPU 83		
N05381	RPU 83		
N05397	RPU 83		
N05463	RPU 83		
N20007	RPU 83		
N20043	RPU 83		
N20046	RPU 83		
N30016	RPU 83		
N95724	RPU 83		
N03171	RPU 84		
N05260	RPU 84		
N05261	RPU 84		
N03588	RPU 84		
N03589	RPU 84		
N05189	RPU 84		
N05197	RPU 84		
N05247	RPU 84		
N05318	RPU 84		
N05337	RPU 84		
N05338	RPU 84		
N05425	RPU 84		
N05430	RPU 84		
N05432	RPU 84		
N05445	RPU 84		
N05452	RPU 84		
N10494	RPU 84		
N11182	RPU 84		
N20000	RPU 84		
N30012	RPU 84		
N95720	RPU 84		
N95767	RPU 84		
N99990	RPU 84		
N03586	RPU 85		
N05262	RPU 85		
S00001	RPU 85		
N00746	RPU 85		
N03164	RPU 85		
N05210	RPU 85		
N05214	RPU 85		
N05238	RPU 85		
N05242	RPU 85		
N05249	RPU 85		
N05252	RPU 85		
N05254	RPU 85		
N05256	RPU 85		
N05190	RPE 88		
N05209	RPE 88		
N05220	RPE 88		
N05241	RPE 88		
N05256	RPE 88		
N05272	RPE 88		
N05308	RPE 88		
N05318	RPE 88		
N05323	RPE 88		
N05343	RPE 88		
N05401	RPE 88		
N05411	RPE 88		
N05413	RPE 88		
N10457	RPE 88		
N10469	RPE 88		
N11181	RPE 88		
N20054	RPE 88		
N30025	RPE 88		
N95719	RPE 88		
N95779	RPE 88		
N05261	RPE 89		
N05367	RPE 89		
N05436	RPE 89		
N03158	RPE 89		
N05199	RPE 89		
N05207	RPE 89		
N05224	RPE 89		
N05226	RPE 89		
N05241	RPE 89		
N05291	RPE 89		
N05293	RPE 89		
N05326	RPE 89		
N05374	RPE 89		
N05424	RPE 89		
N05437	RPE 89		
N05438	RPE 89		
N11181	RPE 89		
N20047	RPE 89		
N30019	RPE 89		
N95720	RPE 89		
N95753	RPE 89		
N95770	RPE 89		
N95778	RPE 89		
N00419	RPE 90		
N05161	RPE 90		
N05165	RPE 90		
N00204	RPE 90		
N00297	RPE 90		
N05187	RPE 90		
N05194	RPE 90		
N05204	RPE 90		
N05218	RPE 90		
N05282	RPE 90		
N05283	RPE 90		
N05286	RPE 90		
N05312	RPE 90		
N05337	RPE 90		
N05379	RPE 90		
N05420	RPE 90		
N05445	RPE 90		
N05453	RPE 90		
N10451	RPE 90		
N10458	RPE 90		
N20008	RPE 90		
N20010	RPE 90		
N20032	RPE 90		
N20038	RPE 90		
N03155	RPE 91		
N03174	RPE 91		
N05162	RPE 91		
N05172	RPE 91		
N05180	RPE 91		
S00001	RPE 91		
ALD001	RPE 91		
N00329	RPE 91		
N00420	RPE 91		
N03587	RPE 91		
N05204	RPE 91		
N05212	RPE 91		
N05220	RPE 91		
N05223	RPE 91		
N05246	RPE 91		
N05273	RPE 91		
N05295	RPE 91		
N05303	RPE 91		
N05308	RPE 91		
N05312	RPE 91		
N05365	RPE 91		
N05370	RPE 91		
N05382	RPE 91		
N05389	RPE 91		
N05405	RPE 91		
N05407	RPE 91		
N05409	RPE 91		
N05412	RPE 91		
N05422	RPE 91		
N05471	RPE 91		
N10466	RPE 91		
N10478	RPE 91		
N11182	RPE 91		
N20006	RPE 91		
N20017	RPE 91		
N20054	RPE 91		
N30022	RPE 91		
N95778	RPE 91		
N99976	RPE 91		
N99990	RPE 91		
N00538	RPE 92		
N05408	RPE 92		
ALD005	RPE 92		
N01148	RPE 92		
N05190	RPE 92		
N05200	RPE 92		
N05217	RPE 92		
N05242	RPE 92		
N05274	RPE 92		
N05289	RPE 92		
N05292	RPE 92		
N05304	RPE 92		
N05313	RPE 92		
N05316	RPE 92		
N05342	RPE 92		
